oa11,Final_Rurality,FundingStreamEligibilty
E00012158,Rural,NotUCEF
E00012159,Rural,NotUCEF
E00012160,Rural,NotUCEF
E00012161,Rural,NotUCEF
E00012162,Rural,NotUCEF
E00012163,Rural,NotUCEF
E00012164,Rural,NotUCEF
E00012165,Rural,NotUCEF
E00012166,Rural,NotUCEF
E00012167,Rural,NotUCEF
E00012168,Rural,NotUCEF
E00012169,Rural,NotUCEF
E00012170,Rural,NotUCEF
E00012171,Rural,NotUCEF
E00012172,Rural,NotUCEF
E00012173,Rural,NotUCEF
E00012174,Urban,UCEF
E00012175,Urban,UCEF
E00012176,Urban,UCEF
E00012177,Urban,UCEF
E00012178,Urban,UCEF
E00012179,Urban,UCEF
E00012180,Urban,UCEF
E00012181,Urban,UCEF
E00012182,Urban,UCEF
E00012183,Urban,UCEF
E00012184,Urban,UCEF
E00012185,Urban,UCEF
E00012186,Urban,UCEF
E00012187,Urban,UCEF
E00012188,Urban,UCEF
E00012189,Urban,UCEF
E00012190,Urban,UCEF
E00012191,Urban,UCEF
E00012192,Urban,UCEF
E00012193,Urban,UCEF
E00012194,Urban,UCEF
E00012195,Urban,UCEF
E00012196,Urban,UCEF
E00012197,Urban,UCEF
E00012198,Urban,UCEF
E00012199,Urban,UCEF
E00012200,Urban,UCEF
E00012201,Urban,UCEF
E00012202,Urban,UCEF
E00012203,Urban,UCEF
E00012204,Urban,UCEF
E00012205,Urban,UCEF
E00012206,Urban,UCEF
E00012207,Urban,UCEF
E00012208,Urban,UCEF
E00012209,Urban,UCEF
E00012210,Urban,UCEF
E00012211,Urban,UCEF
E00012212,Urban,UCEF
E00012213,Urban,UCEF
E00012214,Urban,UCEF
E00012215,Urban,UCEF
E00012216,Urban,UCEF
E00012217,Urban,UCEF
E00012218,Urban,UCEF
E00012219,Urban,UCEF
E00012220,Urban,UCEF
E00012221,Urban,UCEF
E00012222,Urban,UCEF
E00012223,Urban,UCEF
E00012224,Urban,UCEF
E00012225,Urban,UCEF
E00012226,Urban,UCEF
E00012227,Urban,UCEF
E00012228,Urban,UCEF
E00012229,Urban,UCEF
E00012230,Urban,UCEF
E00012231,Urban,UCEF
E00012232,Urban,UCEF
E00012233,Urban,UCEF
E00012234,Urban,UCEF
E00012235,Urban,UCEF
E00012236,Urban,UCEF
E00012237,Urban,UCEF
E00012238,Urban,UCEF
E00012239,Urban,UCEF
E00012240,Urban,UCEF
E00012241,Urban,UCEF
E00012242,Urban,UCEF
E00012243,Urban,UCEF
E00012244,Urban,UCEF
E00012245,Urban,UCEF
E00012246,Urban,UCEF
E00012247,Urban,UCEF
E00012248,Urban,UCEF
E00012249,Urban,UCEF
E00012250,Urban,UCEF
E00012251,Urban,UCEF
E00012252,Urban,UCEF
E00012253,Urban,UCEF
E00012254,Urban,UCEF
E00012255,Urban,UCEF
E00012256,Urban,UCEF
E00012257,Urban,UCEF
E00012258,Urban,UCEF
E00012259,Urban,UCEF
E00012260,Urban,UCEF
E00012261,Urban,UCEF
E00012262,Urban,UCEF
E00012263,Urban,UCEF
E00012264,Urban,UCEF
E00012265,Urban,UCEF
E00012266,Urban,UCEF
E00012267,Urban,UCEF
E00012268,Urban,UCEF
E00012269,Urban,UCEF
E00012270,Urban,UCEF
E00012271,Urban,UCEF
E00012272,Urban,UCEF
E00012273,Urban,UCEF
E00012274,Urban,UCEF
E00012275,Urban,UCEF
E00012276,Urban,UCEF
E00012277,Urban,UCEF
E00012278,Urban,UCEF
E00012279,Urban,UCEF
E00012280,Urban,UCEF
E00012281,Urban,UCEF
E00012282,Urban,UCEF
E00012283,Urban,UCEF
E00012284,Urban,UCEF
E00012285,Urban,UCEF
E00012286,Urban,UCEF
E00012287,Urban,UCEF
E00012288,Urban,UCEF
E00012289,Urban,UCEF
E00012290,Urban,UCEF
E00012291,Urban,UCEF
E00012292,Urban,UCEF
E00012293,Urban,UCEF
E00012294,Urban,UCEF
E00012295,Urban,UCEF
E00012296,Urban,UCEF
E00012297,Urban,UCEF
E00012298,Urban,UCEF
E00012299,Urban,UCEF
E00012300,Urban,UCEF
E00012301,Urban,UCEF
E00012302,Urban,UCEF
E00012303,Urban,UCEF
E00012304,Urban,UCEF
E00012305,Urban,UCEF
E00012306,Urban,UCEF
E00012307,Urban,UCEF
E00012308,Urban,UCEF
E00012309,Urban,UCEF
E00012310,Urban,UCEF
E00012311,Urban,UCEF
E00012312,Urban,UCEF
E00012313,Urban,UCEF
E00012314,Urban,UCEF
E00012315,Urban,UCEF
E00012316,Urban,UCEF
E00012317,Urban,UCEF
E00012318,Urban,UCEF
E00012319,Urban,UCEF
E00012320,Urban,UCEF
E00012321,Urban,UCEF
E00012322,Urban,UCEF
E00012323,Urban,UCEF
E00012324,Urban,UCEF
E00012325,Urban,UCEF
E00012326,Urban,UCEF
E00012327,Urban,UCEF
E00012328,Urban,UCEF
E00012329,Urban,UCEF
E00012330,Urban,UCEF
E00012331,Urban,UCEF
E00012332,Urban,UCEF
E00012333,Urban,UCEF
E00012334,Urban,UCEF
E00012335,Urban,UCEF
E00012336,Urban,UCEF
E00012337,Urban,UCEF
E00012338,Urban,UCEF
E00012339,Urban,UCEF
E00012340,Urban,UCEF
E00012341,Urban,UCEF
E00012342,Urban,UCEF
E00012343,Urban,UCEF
E00012344,Urban,UCEF
E00012345,Urban,UCEF
E00012346,Urban,UCEF
E00012347,Urban,UCEF
E00012348,Urban,UCEF
E00012349,Urban,UCEF
E00012350,Urban,UCEF
E00012351,Urban,UCEF
E00012352,Urban,UCEF
E00012353,Urban,UCEF
E00012354,Urban,UCEF
E00012355,Urban,UCEF
E00012356,Urban,UCEF
E00012357,Urban,UCEF
E00012358,Urban,UCEF
E00012359,Urban,UCEF
E00012360,Urban,UCEF
E00012361,Urban,UCEF
E00012362,Urban,UCEF
E00012363,Urban,UCEF
E00012364,Urban,UCEF
E00012365,Urban,UCEF
E00012366,Urban,UCEF
E00012367,Urban,UCEF
E00012368,Urban,UCEF
E00012369,Urban,UCEF
E00012370,Urban,UCEF
E00012371,Urban,UCEF
E00012372,Urban,UCEF
E00012373,Urban,UCEF
E00012374,Urban,UCEF
E00012375,Urban,UCEF
E00012376,Urban,UCEF
E00012377,Urban,UCEF
E00012378,Urban,UCEF
E00012379,Urban,UCEF
E00012380,Urban,UCEF
E00012381,Urban,UCEF
E00012382,Urban,UCEF
E00012383,Urban,UCEF
E00012384,Urban,UCEF
E00012385,Urban,UCEF
E00012386,Urban,UCEF
E00012387,Urban,UCEF
E00012388,Urban,UCEF
E00012389,Urban,UCEF
E00012390,Urban,UCEF
E00012391,Urban,UCEF
E00012392,Urban,UCEF
E00012393,Urban,UCEF
E00012394,Urban,UCEF
E00012395,Urban,UCEF
E00012396,Urban,UCEF
E00012397,Urban,UCEF
E00012398,Urban,UCEF
E00012399,Urban,UCEF
E00012400,Urban,UCEF
E00012401,Urban,UCEF
E00012402,Urban,UCEF
E00012403,Urban,UCEF
E00012404,Urban,UCEF
E00012405,Urban,UCEF
E00012406,Urban,UCEF
E00012407,Urban,UCEF
E00012408,Urban,UCEF
E00012409,Urban,UCEF
E00012410,Urban,UCEF
E00012411,Urban,UCEF
E00012412,Urban,UCEF
E00012413,Urban,UCEF
E00012414,Urban,UCEF
E00012415,Urban,UCEF
E00012416,Urban,UCEF
E00012417,Urban,UCEF
E00012418,Urban,UCEF
E00012419,Urban,UCEF
E00012420,Urban,UCEF
E00012421,Urban,UCEF
E00012422,Urban,UCEF
E00012423,Urban,UCEF
E00012424,Urban,UCEF
E00012425,Urban,UCEF
E00012426,Urban,UCEF
E00012427,Urban,UCEF
E00012428,Urban,UCEF
E00012429,Urban,UCEF
E00012431,Urban,UCEF
E00012432,Urban,UCEF
E00012433,Urban,UCEF
E00012434,Urban,UCEF
E00012435,Urban,UCEF
E00012436,Urban,UCEF
E00012437,Urban,UCEF
E00012438,Urban,UCEF
E00012439,Urban,UCEF
E00012440,Urban,UCEF
E00012441,Urban,UCEF
E00012443,Urban,UCEF
E00012444,Urban,UCEF
E00012445,Urban,UCEF
E00012446,Urban,UCEF
E00012447,Urban,UCEF
E00012448,Urban,UCEF
E00012449,Urban,UCEF
E00012450,Urban,UCEF
E00012451,Urban,UCEF
E00012452,Urban,UCEF
E00012453,Urban,UCEF
E00012454,Urban,UCEF
E00012455,Urban,UCEF
E00012456,Urban,UCEF
E00012457,Urban,UCEF
E00012458,Urban,UCEF
E00012459,Urban,UCEF
E00012460,Urban,UCEF
E00012461,Urban,UCEF
E00012462,Urban,UCEF
E00012463,Urban,UCEF
E00012464,Urban,UCEF
E00012465,Urban,UCEF
E00012466,Urban,UCEF
E00012467,Urban,UCEF
E00012468,Urban,UCEF
E00012469,Urban,UCEF
E00012470,Urban,UCEF
E00012471,Urban,UCEF
E00012472,Urban,UCEF
E00012473,Urban,UCEF
E00012474,Urban,UCEF
E00012475,Urban,UCEF
E00012476,Urban,UCEF
E00012477,Urban,UCEF
E00012478,Urban,UCEF
E00012479,Urban,UCEF
E00012480,Urban,UCEF
E00012481,Urban,UCEF
E00012482,Urban,UCEF
E00012483,Urban,UCEF
E00012484,Urban,UCEF
E00012485,Urban,UCEF
E00012486,Urban,UCEF
E00012487,Urban,UCEF
E00012488,Urban,UCEF
E00012489,Urban,UCEF
E00012490,Urban,UCEF
E00012491,Urban,UCEF
E00012492,Urban,UCEF
E00012493,Urban,UCEF
E00012494,Urban,UCEF
E00012495,Urban,UCEF
E00012496,Urban,UCEF
E00012497,Urban,UCEF
E00012498,Urban,UCEF
E00012499,Urban,UCEF
E00012500,Urban,UCEF
E00012501,Urban,UCEF
E00012502,Urban,UCEF
E00012503,Urban,UCEF
E00012504,Urban,UCEF
E00012505,Urban,UCEF
E00012506,Urban,UCEF
E00012507,Urban,UCEF
E00012508,Urban,UCEF
E00012509,Urban,UCEF
E00012511,Urban,UCEF
E00012512,Urban,UCEF
E00012513,Urban,UCEF
E00012514,Urban,UCEF
E00012515,Urban,UCEF
E00012516,Urban,UCEF
E00012517,Urban,UCEF
E00012518,Urban,UCEF
E00012519,Urban,UCEF
E00012520,Urban,UCEF
E00012521,Urban,UCEF
E00012522,Urban,UCEF
E00012523,Urban,UCEF
E00012524,Urban,UCEF
E00012525,Urban,UCEF
E00012526,Urban,UCEF
E00012527,Urban,UCEF
E00012528,Urban,UCEF
E00012529,Urban,UCEF
E00012530,Urban,UCEF
E00012531,Urban,UCEF
E00012532,Urban,UCEF
E00012533,Urban,UCEF
E00012534,Urban,UCEF
E00012535,Urban,UCEF
E00012536,Urban,UCEF
E00012537,Urban,UCEF
E00012538,Urban,UCEF
E00012539,Urban,UCEF
E00012540,Urban,UCEF
E00012542,Urban,UCEF
E00012543,Urban,UCEF
E00012544,Urban,UCEF
E00012545,Urban,UCEF
E00012546,Urban,UCEF
E00012547,Urban,UCEF
E00012548,Urban,UCEF
E00012549,Urban,UCEF
E00012550,Urban,UCEF
E00012551,Urban,UCEF
E00012552,Urban,UCEF
E00012553,Urban,UCEF
E00012554,Urban,UCEF
E00012555,Urban,UCEF
E00012556,Urban,UCEF
E00012557,Urban,UCEF
E00012558,Urban,UCEF
E00012559,Urban,UCEF
E00012560,Urban,UCEF
E00012561,Urban,UCEF
E00012562,Urban,UCEF
E00012563,Urban,UCEF
E00012564,Urban,UCEF
E00012565,Urban,UCEF
E00012566,Urban,UCEF
E00012567,Urban,UCEF
E00012568,Urban,UCEF
E00012569,Urban,UCEF
E00012570,Urban,UCEF
E00012571,Urban,UCEF
E00012572,Urban,UCEF
E00012573,Urban,UCEF
E00012574,Urban,UCEF
E00012575,Urban,UCEF
E00012576,Urban,UCEF
E00012577,Urban,UCEF
E00012578,Urban,UCEF
E00012579,Urban,UCEF
E00012580,Urban,UCEF
E00012581,Urban,UCEF
E00012582,Urban,UCEF
E00012583,Urban,UCEF
E00012584,Urban,UCEF
E00012585,Urban,UCEF
E00012587,Urban,UCEF
E00012589,Urban,UCEF
E00012590,Urban,UCEF
E00012591,Urban,UCEF
E00012592,Urban,UCEF
E00012593,Urban,UCEF
E00012594,Urban,UCEF
E00012595,Urban,UCEF
E00012596,Urban,UCEF
E00012597,Urban,UCEF
E00012599,Urban,UCEF
E00012600,Urban,UCEF
E00012601,Urban,UCEF
E00012602,Urban,UCEF
E00012603,Urban,UCEF
E00012604,Urban,UCEF
E00012605,Urban,UCEF
E00012606,Urban,UCEF
E00012607,Urban,UCEF
E00012608,Urban,UCEF
E00012609,Urban,UCEF
E00012610,Urban,UCEF
E00012611,Urban,UCEF
E00012612,Urban,UCEF
E00012613,Urban,UCEF
E00012614,Urban,UCEF
E00012615,Urban,UCEF
E00012616,Urban,UCEF
E00012617,Urban,UCEF
E00012618,Urban,UCEF
E00012619,Urban,UCEF
E00012620,Urban,UCEF
E00012621,Urban,UCEF
E00012622,Urban,UCEF
E00012623,Urban,UCEF
E00012624,Urban,UCEF
E00012625,Urban,UCEF
E00012626,Urban,UCEF
E00012627,Urban,UCEF
E00012628,Urban,UCEF
E00012629,Urban,UCEF
E00012630,Urban,UCEF
E00012631,Urban,UCEF
E00012632,Urban,UCEF
E00012633,Urban,UCEF
E00012634,Urban,UCEF
E00012635,Urban,UCEF
E00012636,Urban,UCEF
E00012637,Urban,UCEF
E00012638,Urban,UCEF
E00012639,Urban,UCEF
E00012640,Urban,UCEF
E00012641,Urban,UCEF
E00012642,Urban,UCEF
E00012643,Urban,UCEF
E00012644,Urban,UCEF
E00012645,Urban,UCEF
E00012646,Urban,UCEF
E00012647,Urban,UCEF
E00012648,Urban,UCEF
E00012649,Urban,UCEF
E00012650,Urban,UCEF
E00012651,Urban,UCEF
E00012652,Urban,UCEF
E00012653,Urban,UCEF
E00012654,Urban,UCEF
E00012656,Urban,UCEF
E00012657,Urban,UCEF
E00012658,Urban,UCEF
E00012659,Urban,UCEF
E00012660,Urban,UCEF
E00012661,Urban,UCEF
E00012662,Urban,UCEF
E00012663,Urban,UCEF
E00012664,Urban,UCEF
E00012665,Urban,UCEF
E00012666,Urban,UCEF
E00012667,Urban,UCEF
E00012668,Urban,UCEF
E00012669,Urban,UCEF
E00012670,Urban,UCEF
E00012671,Urban,UCEF
E00012672,Urban,UCEF
E00012673,Urban,UCEF
E00012674,Urban,UCEF
E00012675,Urban,UCEF
E00012676,Urban,UCEF
E00012677,Urban,UCEF
E00012678,Urban,UCEF
E00012679,Urban,UCEF
E00012680,Urban,UCEF
E00012681,Urban,UCEF
E00012682,Urban,UCEF
E00012683,Urban,UCEF
E00012684,Urban,UCEF
E00012685,Urban,UCEF
E00012686,Urban,UCEF
E00012687,Urban,UCEF
E00012688,Urban,UCEF
E00012689,Urban,UCEF
E00012690,Urban,UCEF
E00012691,Urban,UCEF
E00012692,Urban,UCEF
E00012693,Urban,UCEF
E00012694,Urban,UCEF
E00012695,Urban,UCEF
E00012696,Urban,UCEF
E00012697,Urban,UCEF
E00012698,Urban,UCEF
E00012699,Urban,UCEF
E00012700,Urban,UCEF
E00012701,Urban,UCEF
E00012703,Urban,UCEF
E00012704,Urban,UCEF
E00012705,Urban,UCEF
E00012706,Urban,UCEF
E00012707,Urban,UCEF
E00012708,Urban,UCEF
E00012709,Urban,UCEF
E00012710,Urban,UCEF
E00012711,Urban,UCEF
E00012712,Urban,UCEF
E00012713,Urban,UCEF
E00012714,Urban,UCEF
E00012715,Urban,UCEF
E00012716,Urban,UCEF
E00012717,Urban,UCEF
E00012719,Urban,UCEF
E00012720,Urban,UCEF
E00012721,Urban,UCEF
E00012722,Urban,UCEF
E00012723,Urban,UCEF
E00012724,Urban,UCEF
E00012725,Urban,UCEF
E00012726,Urban,UCEF
E00012727,Urban,UCEF
E00012728,Urban,UCEF
E00012729,Urban,UCEF
E00012730,Urban,UCEF
E00012731,Urban,UCEF
E00012732,Urban,UCEF
E00012733,Urban,UCEF
E00012734,Urban,UCEF
E00012735,Urban,UCEF
E00012736,Urban,UCEF
E00012738,Urban,UCEF
E00012739,Urban,UCEF
E00012740,Urban,UCEF
E00012741,Urban,UCEF
E00012742,Urban,UCEF
E00012743,Urban,UCEF
E00012744,Urban,UCEF
E00012745,Urban,UCEF
E00012746,Urban,UCEF
E00012747,Urban,UCEF
E00012749,Urban,UCEF
E00012750,Urban,UCEF
E00012753,Urban,UCEF
E00012754,Urban,UCEF
E00012755,Urban,UCEF
E00012756,Urban,UCEF
E00012757,Urban,UCEF
E00012758,Urban,UCEF
E00012759,Urban,UCEF
E00012761,Urban,UCEF
E00012762,Urban,UCEF
E00012763,Urban,UCEF
E00012764,Urban,UCEF
E00012765,Urban,UCEF
E00012766,Urban,UCEF
E00012767,Urban,UCEF
E00012768,Urban,UCEF
E00012769,Urban,UCEF
E00012770,Urban,UCEF
E00012771,Urban,UCEF
E00012772,Urban,UCEF
E00012773,Urban,UCEF
E00012774,Urban,UCEF
E00012775,Urban,UCEF
E00012776,Urban,UCEF
E00012777,Urban,UCEF
E00012778,Urban,UCEF
E00012779,Urban,UCEF
E00012780,Urban,UCEF
E00012781,Urban,UCEF
E00012782,Urban,UCEF
E00012783,Urban,UCEF
E00012784,Urban,UCEF
E00012785,Urban,UCEF
E00012786,Urban,UCEF
E00012787,Urban,UCEF
E00012788,Urban,UCEF
E00012789,Urban,UCEF
E00012790,Urban,UCEF
E00012791,Urban,UCEF
E00012792,Urban,UCEF
E00012793,Urban,UCEF
E00012794,Urban,UCEF
E00012795,Urban,UCEF
E00012796,Urban,UCEF
E00012797,Urban,UCEF
E00012798,Urban,UCEF
E00012799,Urban,UCEF
E00012800,Urban,UCEF
E00012801,Urban,UCEF
E00012802,Urban,UCEF
E00012803,Urban,UCEF
E00012804,Urban,UCEF
E00012805,Urban,UCEF
E00012806,Urban,UCEF
E00012807,Urban,UCEF
E00012808,Urban,UCEF
E00012809,Urban,UCEF
E00012810,Urban,UCEF
E00012811,Urban,UCEF
E00012812,Urban,UCEF
E00012813,Urban,UCEF
E00012814,Urban,UCEF
E00012815,Urban,UCEF
E00012816,Urban,UCEF
E00012817,Urban,UCEF
E00012818,Urban,UCEF
E00012819,Urban,UCEF
E00012820,Urban,UCEF
E00012821,Urban,UCEF
E00012822,Urban,UCEF
E00012823,Urban,UCEF
E00012824,Urban,UCEF
E00012825,Urban,UCEF
E00012826,Urban,UCEF
E00012827,Urban,UCEF
E00012828,Urban,UCEF
E00012829,Urban,UCEF
E00012830,Urban,UCEF
E00012831,Urban,UCEF
E00012832,Urban,UCEF
E00012833,Urban,UCEF
E00012834,Urban,UCEF
E00012835,Urban,UCEF
E00012836,Urban,UCEF
E00012837,Urban,UCEF
E00012838,Urban,UCEF
E00012839,Urban,UCEF
E00012840,Urban,UCEF
E00012841,Urban,UCEF
E00012842,Urban,UCEF
E00012843,Urban,UCEF
E00012844,Urban,UCEF
E00012845,Urban,UCEF
E00012846,Urban,UCEF
E00012847,Urban,UCEF
E00012848,Urban,UCEF
E00012849,Urban,UCEF
E00012850,Urban,UCEF
E00012851,Urban,UCEF
E00012852,Urban,UCEF
E00012853,Urban,UCEF
E00012854,Urban,UCEF
E00012855,Urban,UCEF
E00012856,Urban,UCEF
E00012857,Urban,UCEF
E00012858,Urban,UCEF
E00012859,Urban,UCEF
E00012860,Urban,UCEF
E00012861,Urban,UCEF
E00012862,Urban,UCEF
E00012863,Urban,UCEF
E00012864,Urban,UCEF
E00012865,Urban,UCEF
E00012866,Urban,UCEF
E00012867,Urban,UCEF
E00012868,Urban,UCEF
E00012869,Urban,UCEF
E00012870,Urban,UCEF
E00012871,Urban,UCEF
E00012872,Urban,UCEF
E00012873,Urban,UCEF
E00012874,Urban,UCEF
E00012875,Urban,UCEF
E00012876,Urban,UCEF
E00012877,Urban,UCEF
E00012878,Urban,UCEF
E00012879,Urban,UCEF
E00012880,Urban,UCEF
E00012881,Urban,UCEF
E00012882,Urban,UCEF
E00012883,Urban,UCEF
E00012884,Urban,UCEF
E00012885,Urban,UCEF
E00012886,Urban,UCEF
E00012887,Urban,UCEF
E00012888,Urban,UCEF
E00012889,Urban,UCEF
E00012890,Urban,UCEF
E00012891,Urban,UCEF
E00012892,Urban,UCEF
E00012893,Urban,UCEF
E00012894,Urban,UCEF
E00012895,Urban,UCEF
E00012896,Urban,UCEF
E00012897,Urban,UCEF
E00012898,Urban,UCEF
E00012899,Urban,UCEF
E00012900,Urban,UCEF
E00012901,Urban,UCEF
E00012902,Urban,UCEF
E00012903,Urban,UCEF
E00012904,Urban,UCEF
E00012905,Urban,UCEF
E00012906,Urban,UCEF
E00012907,Urban,UCEF
E00012908,Urban,UCEF
E00012909,Urban,UCEF
E00012910,Urban,UCEF
E00012911,Urban,UCEF
E00012912,Urban,UCEF
E00012913,Urban,UCEF
E00012914,Urban,UCEF
E00012915,Urban,UCEF
E00012916,Urban,UCEF
E00012917,Urban,UCEF
E00012918,Urban,UCEF
E00012919,Urban,UCEF
E00012920,Urban,UCEF
E00012923,Urban,UCEF
E00012925,Urban,UCEF
E00012926,Urban,UCEF
E00012927,Urban,UCEF
E00012928,Urban,UCEF
E00012929,Urban,UCEF
E00012930,Urban,UCEF
E00012931,Urban,UCEF
E00012932,Urban,UCEF
E00012933,Urban,UCEF
E00012934,Urban,UCEF
E00012936,Urban,UCEF
E00012937,Urban,UCEF
E00012939,Urban,UCEF
E00012940,Urban,UCEF
E00012941,Urban,UCEF
E00012942,Urban,UCEF
E00012943,Urban,UCEF
E00012944,Urban,UCEF
E00012945,Urban,UCEF
E00012946,Urban,UCEF
E00012947,Urban,UCEF
E00012948,Urban,UCEF
E00012949,Urban,UCEF
E00012951,Urban,UCEF
E00012952,Urban,UCEF
E00012953,Urban,UCEF
E00012954,Urban,UCEF
E00012955,Urban,UCEF
E00012956,Urban,UCEF
E00012957,Urban,UCEF
E00012958,Urban,UCEF
E00012959,Urban,UCEF
E00012960,Urban,UCEF
E00012961,Urban,UCEF
E00012962,Urban,UCEF
E00012963,Urban,UCEF
E00012964,Urban,UCEF
E00012965,Urban,UCEF
E00012966,Urban,UCEF
E00012967,Urban,UCEF
E00012968,Urban,UCEF
E00012969,Urban,UCEF
E00012970,Urban,UCEF
E00012971,Urban,UCEF
E00012972,Urban,UCEF
E00012973,Urban,UCEF
E00012974,Urban,UCEF
E00012975,Urban,UCEF
E00012976,Urban,UCEF
E00012977,Urban,UCEF
E00012978,Urban,UCEF
E00012979,Urban,UCEF
E00012980,Urban,UCEF
E00012981,Urban,UCEF
E00012982,Urban,UCEF
E00012983,Urban,UCEF
E00012984,Urban,UCEF
E00012985,Urban,UCEF
E00012986,Urban,UCEF
E00012987,Urban,UCEF
E00012988,Urban,UCEF
E00012989,Urban,UCEF
E00012990,Urban,UCEF
E00012991,Urban,UCEF
E00012992,Urban,UCEF
E00012993,Urban,UCEF
E00012994,Urban,UCEF
E00012995,Urban,UCEF
E00012996,Urban,UCEF
E00012997,Urban,UCEF
E00012998,Urban,UCEF
E00012999,Urban,UCEF
E00013000,Urban,UCEF
E00013001,Urban,UCEF
E00013002,Urban,UCEF
E00013003,Urban,UCEF
E00013004,Urban,UCEF
E00013005,Urban,UCEF
E00013006,Urban,UCEF
E00013007,Urban,UCEF
E00013008,Urban,UCEF
E00013009,Urban,UCEF
E00013010,Urban,UCEF
E00013011,Urban,UCEF
E00013012,Urban,UCEF
E00013013,Urban,UCEF
E00013014,Urban,UCEF
E00013015,Urban,UCEF
E00013016,Urban,UCEF
E00013017,Urban,UCEF
E00013018,Urban,UCEF
E00013019,Urban,UCEF
E00013020,Urban,UCEF
E00013021,Urban,UCEF
E00013022,Urban,UCEF
E00013023,Urban,UCEF
E00013024,Urban,UCEF
E00013025,Urban,UCEF
E00013026,Urban,UCEF
E00013027,Urban,UCEF
E00013028,Urban,UCEF
E00013029,Urban,UCEF
E00013030,Urban,UCEF
E00013031,Urban,UCEF
E00013032,Urban,UCEF
E00013033,Urban,UCEF
E00013034,Urban,UCEF
E00013035,Urban,UCEF
E00013036,Urban,UCEF
E00013037,Urban,UCEF
E00013038,Urban,UCEF
E00013039,Urban,UCEF
E00013040,Urban,UCEF
E00013041,Urban,UCEF
E00013042,Urban,UCEF
E00013043,Urban,UCEF
E00013044,Urban,UCEF
E00013045,Urban,UCEF
E00013046,Urban,UCEF
E00013047,Urban,UCEF
E00013048,Urban,UCEF
E00013049,Urban,UCEF
E00013050,Urban,UCEF
E00013051,Urban,UCEF
E00013052,Urban,UCEF
E00013053,Urban,UCEF
E00013054,Urban,UCEF
E00013055,Urban,UCEF
E00013056,Urban,UCEF
E00013057,Urban,UCEF
E00013058,Urban,UCEF
E00013059,Urban,UCEF
E00013060,Urban,UCEF
E00013061,Urban,UCEF
E00013062,Urban,UCEF
E00013063,Urban,UCEF
E00013064,Urban,UCEF
E00013065,Urban,UCEF
E00013066,Urban,UCEF
E00013067,Urban,UCEF
E00013068,Urban,UCEF
E00013069,Urban,UCEF
E00013070,Urban,UCEF
E00013071,Urban,UCEF
E00013072,Urban,UCEF
E00013073,Urban,UCEF
E00013074,Urban,UCEF
E00013075,Urban,UCEF
E00013076,Urban,UCEF
E00013077,Urban,UCEF
E00013078,Urban,UCEF
E00013079,Urban,UCEF
E00013080,Urban,UCEF
E00013081,Urban,UCEF
E00013082,Urban,UCEF
E00013083,Urban,UCEF
E00013084,Urban,UCEF
E00013085,Urban,UCEF
E00013086,Urban,UCEF
E00013087,Urban,UCEF
E00013088,Urban,UCEF
E00013089,Urban,UCEF
E00013090,Urban,UCEF
E00013091,Urban,UCEF
E00013092,Urban,UCEF
E00013093,Urban,UCEF
E00013094,Urban,UCEF
E00013095,Urban,UCEF
E00013096,Urban,UCEF
E00013097,Urban,UCEF
E00013098,Urban,UCEF
E00013099,Urban,UCEF
E00013100,Urban,UCEF
E00013101,Urban,UCEF
E00013102,Urban,UCEF
E00013103,Urban,UCEF
E00013104,Urban,UCEF
E00013105,Urban,UCEF
E00013106,Urban,UCEF
E00013107,Urban,UCEF
E00013108,Urban,UCEF
E00013109,Urban,UCEF
E00013110,Urban,UCEF
E00013111,Urban,UCEF
E00013112,Urban,UCEF
E00013113,Urban,UCEF
E00013114,Urban,UCEF
E00013115,Urban,UCEF
E00013116,Urban,UCEF
E00013117,Urban,UCEF
E00013118,Urban,UCEF
E00013119,Urban,UCEF
E00013120,Urban,UCEF
E00013121,Urban,UCEF
E00013122,Urban,UCEF
E00013123,Urban,UCEF
E00013124,Urban,UCEF
E00013125,Urban,UCEF
E00013126,Urban,UCEF
E00013127,Urban,UCEF
E00013128,Urban,UCEF
E00013129,Urban,UCEF
E00013130,Urban,UCEF
E00013131,Urban,UCEF
E00013132,Urban,UCEF
E00013133,Urban,UCEF
E00013134,Urban,UCEF
E00013135,Urban,UCEF
E00013136,Urban,UCEF
E00013137,Urban,UCEF
E00013138,Urban,UCEF
E00013140,Urban,UCEF
E00013141,Urban,UCEF
E00013142,Urban,UCEF
E00013144,Urban,UCEF
E00013145,Urban,UCEF
E00013146,Urban,UCEF
E00013147,Urban,UCEF
E00013148,Urban,UCEF
E00013149,Urban,UCEF
E00013150,Urban,UCEF
E00013151,Urban,UCEF
E00013152,Urban,UCEF
E00013153,Urban,UCEF
E00013154,Urban,UCEF
E00013155,Urban,UCEF
E00013156,Urban,UCEF
E00013157,Urban,UCEF
E00013158,Urban,UCEF
E00013159,Urban,UCEF
E00013160,Urban,UCEF
E00013161,Urban,UCEF
E00013162,Urban,UCEF
E00013163,Urban,UCEF
E00013164,Urban,UCEF
E00013166,Urban,UCEF
E00013167,Urban,UCEF
E00013168,Urban,UCEF
E00013169,Urban,UCEF
E00013170,Urban,UCEF
E00013171,Urban,UCEF
E00013172,Urban,UCEF
E00013174,Urban,UCEF
E00013175,Urban,UCEF
E00013176,Urban,UCEF
E00013177,Urban,UCEF
E00013178,Urban,UCEF
