oa11,Final_Rurality,FundingStreamEligibilty
E00073354,Urban,UCEF
E00073355,Urban,UCEF
E00073356,Urban,UCEF
E00073357,Urban,UCEF
E00073358,Urban,UCEF
E00073359,Urban,UCEF
E00073360,Urban,UCEF
E00073361,Urban,UCEF
E00073362,Urban,UCEF
E00073363,Urban,UCEF
E00073364,Urban,UCEF
E00073365,Urban,UCEF
E00073366,Urban,UCEF
E00073367,Urban,UCEF
E00073368,Urban,UCEF
E00073369,Urban,UCEF
E00073370,Urban,UCEF
E00073371,Urban,UCEF
E00073372,Urban,UCEF
E00073373,Urban,UCEF
E00073374,Urban,UCEF
E00073375,Urban,UCEF
E00073376,Urban,UCEF
E00073377,Urban,UCEF
E00073378,Urban,UCEF
E00073379,Urban,UCEF
E00073380,Urban,UCEF
E00073381,Urban,UCEF
E00073382,Urban,UCEF
E00073383,Urban,UCEF
E00073384,Urban,UCEF
E00073385,Urban,UCEF
E00073386,Urban,UCEF
E00073387,Urban,UCEF
E00073388,Urban,UCEF
E00073389,Urban,UCEF
E00073390,Urban,UCEF
E00073391,Urban,UCEF
E00073392,Urban,UCEF
E00073393,Urban,UCEF
E00073394,Urban,UCEF
E00073395,Urban,UCEF
E00073396,Urban,UCEF
E00073397,Urban,UCEF
E00073398,Urban,UCEF
E00073399,Urban,UCEF
E00073400,Urban,UCEF
E00073401,Urban,UCEF
E00073402,Urban,UCEF
E00073403,Urban,UCEF
E00073404,Urban,UCEF
E00073405,Urban,UCEF
E00073406,Urban,UCEF
E00073407,Urban,UCEF
E00073408,Urban,UCEF
E00073409,Urban,UCEF
E00073410,Urban,UCEF
E00073411,Urban,UCEF
E00073412,Urban,UCEF
E00073413,Urban,UCEF
E00073414,Urban,UCEF
E00073415,Urban,UCEF
E00073416,Urban,UCEF
E00073417,Urban,UCEF
E00073419,Urban,UCEF
E00073420,Urban,UCEF
E00073421,Urban,UCEF
E00073422,Urban,UCEF
E00073423,Urban,UCEF
E00073424,Urban,UCEF
E00073425,Urban,UCEF
E00073426,Urban,UCEF
E00073431,Urban,UCEF
E00073432,Urban,UCEF
E00073433,Urban,UCEF
E00073436,Urban,UCEF
E00073437,Urban,UCEF
E00073438,Urban,UCEF
E00073439,Urban,UCEF
E00073440,Urban,UCEF
E00073441,Urban,UCEF
E00073442,Urban,UCEF
E00073443,Urban,UCEF
E00073444,Urban,UCEF
E00073445,Urban,UCEF
E00073446,Urban,UCEF
E00073447,Urban,UCEF
E00073448,Urban,UCEF
E00073449,Urban,UCEF
E00073450,Urban,UCEF
E00073451,Urban,UCEF
E00073452,Urban,UCEF
E00073453,Urban,UCEF
E00073454,Urban,UCEF
E00073455,Urban,UCEF
E00073456,Urban,UCEF
E00073457,Urban,UCEF
E00073458,Urban,UCEF
E00073461,Urban,UCEF
E00073462,Urban,UCEF
E00073463,Urban,UCEF
E00073464,Urban,UCEF
E00073465,Urban,UCEF
E00073466,Urban,UCEF
E00073467,Urban,UCEF
E00073468,Urban,UCEF
E00073469,Urban,UCEF
E00073470,Urban,UCEF
E00073471,Urban,UCEF
E00073472,Urban,UCEF
E00073473,Urban,UCEF
E00073474,Urban,UCEF
E00073476,Urban,UCEF
E00073477,Urban,UCEF
E00073478,Urban,UCEF
E00073479,Urban,UCEF
E00073480,Urban,UCEF
E00073481,Urban,UCEF
E00073482,Urban,UCEF
E00073483,Urban,UCEF
E00073484,Urban,UCEF
E00073485,Urban,UCEF
E00073486,Urban,UCEF
E00073487,Urban,UCEF
E00073488,Urban,UCEF
E00073489,Urban,UCEF
E00073490,Urban,UCEF
E00073491,Urban,UCEF
E00073492,Urban,UCEF
E00073493,Urban,UCEF
E00073494,Urban,UCEF
E00073495,Urban,UCEF
E00073496,Urban,UCEF
E00073497,Urban,UCEF
E00073498,Urban,UCEF
E00073499,Urban,UCEF
E00073500,Urban,UCEF
E00073501,Urban,UCEF
E00073502,Urban,UCEF
E00073503,Urban,UCEF
E00073504,Urban,UCEF
E00073505,Urban,UCEF
E00073506,Urban,UCEF
E00073507,Urban,UCEF
E00073508,Urban,UCEF
E00073509,Urban,UCEF
E00073510,Urban,UCEF
E00073511,Urban,UCEF
E00073512,Urban,UCEF
E00073513,Urban,UCEF
E00073514,Urban,UCEF
E00073515,Urban,UCEF
E00073516,Urban,UCEF
E00073517,Urban,UCEF
E00073518,Urban,UCEF
E00073519,Urban,UCEF
E00073520,Urban,UCEF
E00073521,Urban,UCEF
E00073522,Urban,UCEF
E00073523,Urban,UCEF
E00073524,Urban,UCEF
E00073525,Urban,UCEF
E00073526,Urban,UCEF
E00073527,Urban,UCEF
E00073528,Urban,UCEF
E00073529,Urban,UCEF
E00073530,Urban,UCEF
E00073531,Urban,UCEF
E00073532,Urban,UCEF
E00073533,Urban,UCEF
E00073534,Urban,UCEF
E00073535,Urban,UCEF
E00073536,Urban,UCEF
E00073537,Urban,UCEF
E00073538,Urban,UCEF
E00073539,Urban,UCEF
E00073540,Urban,UCEF
E00073541,Urban,UCEF
E00073542,Urban,UCEF
E00073543,Urban,UCEF
E00073544,Urban,UCEF
E00073545,Urban,UCEF
E00073546,Urban,UCEF
E00073547,Urban,UCEF
E00073548,Urban,UCEF
E00073549,Urban,UCEF
E00073550,Urban,UCEF
E00073551,Urban,UCEF
E00073552,Urban,UCEF
E00073553,Urban,UCEF
E00073554,Urban,UCEF
E00073555,Urban,UCEF
E00073556,Urban,UCEF
E00073557,Urban,UCEF
E00073558,Urban,UCEF
E00073559,Urban,UCEF
E00073560,Urban,UCEF
E00073561,Urban,UCEF
E00073562,Urban,UCEF
E00073563,Urban,UCEF
E00073564,Urban,UCEF
E00073565,Urban,UCEF
E00073566,Urban,UCEF
E00073567,Urban,UCEF
E00073568,Urban,UCEF
E00073569,Urban,UCEF
E00073570,Urban,UCEF
E00073571,Urban,UCEF
E00073572,Urban,UCEF
E00073573,Urban,UCEF
E00073574,Urban,UCEF
E00073575,Urban,UCEF
E00073576,Urban,UCEF
E00073577,Urban,UCEF
E00073578,Urban,UCEF
E00073579,Urban,UCEF
E00073580,Urban,UCEF
E00073581,Urban,UCEF
E00073582,Urban,UCEF
E00073583,Urban,UCEF
E00073584,Urban,UCEF
E00073585,Urban,UCEF
E00073586,Urban,UCEF
E00073587,Urban,UCEF
E00073588,Urban,UCEF
E00073589,Urban,UCEF
E00073590,Urban,UCEF
E00073591,Urban,UCEF
E00073592,Urban,UCEF
E00073593,Urban,UCEF
E00073594,Urban,UCEF
E00073595,Urban,UCEF
E00073596,Urban,UCEF
E00073597,Urban,UCEF
E00073598,Urban,UCEF
E00073599,Urban,UCEF
E00073600,Urban,UCEF
E00073601,Urban,UCEF
E00073602,Urban,UCEF
E00073603,Urban,UCEF
E00073604,Urban,UCEF
E00073605,Urban,UCEF
E00073606,Urban,UCEF
E00073607,Urban,UCEF
E00073608,Urban,UCEF
E00073609,Urban,UCEF
E00073611,Urban,UCEF
E00073612,Urban,UCEF
E00073613,Urban,UCEF
E00073614,Urban,UCEF
E00073615,Urban,UCEF
E00073616,Urban,UCEF
E00073617,Urban,UCEF
E00073618,Urban,UCEF
E00073619,Urban,UCEF
E00073620,Urban,UCEF
E00073621,Urban,UCEF
E00073622,Urban,UCEF
E00073623,Urban,UCEF
E00073624,Urban,UCEF
E00073625,Urban,UCEF
E00073626,Urban,UCEF
E00073627,Urban,UCEF
E00073628,Urban,UCEF
E00073629,Urban,UCEF
E00073630,Urban,UCEF
E00073631,Urban,UCEF
E00073632,Urban,UCEF
E00073633,Urban,UCEF
E00073634,Urban,UCEF
E00073635,Urban,UCEF
E00073636,Urban,UCEF
E00073637,Urban,UCEF
E00073638,Urban,UCEF
E00073639,Urban,UCEF
E00073640,Urban,UCEF
E00073641,Urban,UCEF
E00073642,Urban,UCEF
E00073643,Urban,UCEF
E00073644,Urban,UCEF
E00073645,Urban,UCEF
E00073646,Urban,UCEF
E00073647,Urban,UCEF
E00073648,Urban,UCEF
E00073649,Urban,UCEF
E00073650,Urban,UCEF
E00073651,Urban,UCEF
E00073652,Urban,UCEF
E00073653,Urban,UCEF
E00073654,Urban,UCEF
E00073655,Urban,UCEF
E00073656,Urban,UCEF
E00073657,Urban,UCEF
E00073658,Urban,UCEF
E00073659,Urban,UCEF
E00073660,Urban,UCEF
E00073661,Urban,UCEF
E00073662,Urban,UCEF
E00073663,Urban,UCEF
E00073664,Urban,UCEF
E00073665,Urban,UCEF
E00073666,Urban,UCEF
E00073667,Urban,UCEF
E00073668,Urban,UCEF
E00073669,Urban,UCEF
E00073670,Urban,UCEF
E00073671,Urban,UCEF
E00073672,Urban,UCEF
E00073673,Urban,UCEF
E00073674,Urban,UCEF
E00073675,Urban,UCEF
E00073676,Urban,UCEF
E00073677,Urban,UCEF
E00073678,Urban,UCEF
E00073679,Urban,UCEF
E00073680,Urban,UCEF
E00073681,Urban,UCEF
E00073682,Urban,UCEF
E00073683,Urban,UCEF
E00073684,Urban,UCEF
E00073685,Urban,UCEF
E00073686,Urban,UCEF
E00073688,Urban,UCEF
E00073689,Urban,UCEF
E00073690,Urban,UCEF
E00073691,Urban,UCEF
E00073692,Urban,UCEF
E00073693,Urban,UCEF
E00073694,Urban,UCEF
E00073695,Urban,UCEF
E00073696,Urban,UCEF
E00073697,Urban,UCEF
E00073698,Urban,UCEF
E00073699,Urban,UCEF
E00073700,Urban,UCEF
E00073701,Urban,UCEF
E00073702,Urban,UCEF
E00073703,Urban,UCEF
E00073704,Urban,UCEF
E00073705,Urban,UCEF
E00073706,Urban,UCEF
E00073707,Urban,UCEF
E00073708,Urban,UCEF
E00073709,Urban,UCEF
E00073710,Urban,UCEF
E00073711,Urban,UCEF
E00073712,Urban,UCEF
E00073713,Urban,UCEF
E00073714,Urban,UCEF
E00073715,Urban,UCEF
E00073716,Urban,UCEF
E00073717,Urban,UCEF
E00073718,Urban,UCEF
E00073719,Urban,UCEF
E00073720,Urban,UCEF
E00073721,Urban,UCEF
E00073722,Urban,UCEF
E00073723,Urban,UCEF
E00073724,Urban,UCEF
E00073725,Urban,UCEF
E00073726,Urban,UCEF
E00073727,Urban,UCEF
E00073728,Urban,UCEF
E00073729,Urban,UCEF
E00073730,Urban,UCEF
E00073731,Urban,UCEF
E00073732,Urban,UCEF
E00073733,Urban,UCEF
E00073734,Urban,UCEF
E00073735,Urban,UCEF
E00073736,Urban,UCEF
E00073737,Urban,UCEF
E00073738,Urban,UCEF
E00073739,Urban,UCEF
E00073740,Urban,UCEF
E00073741,Urban,UCEF
E00073742,Urban,UCEF
E00073743,Urban,UCEF
E00073744,Urban,UCEF
E00073745,Urban,UCEF
E00073746,Urban,UCEF
E00073747,Urban,UCEF
E00073748,Urban,UCEF
E00073749,Urban,UCEF
E00073750,Urban,UCEF
E00073751,Urban,UCEF
E00073752,Urban,UCEF
E00073754,Urban,UCEF
E00073755,Urban,UCEF
E00073756,Urban,UCEF
E00073757,Urban,UCEF
E00073758,Urban,UCEF
E00073759,Urban,UCEF
E00073760,Urban,UCEF
E00073761,Urban,UCEF
E00073762,Urban,UCEF
E00073763,Urban,UCEF
E00073764,Urban,UCEF
E00073765,Urban,UCEF
E00073766,Urban,UCEF
E00073767,Urban,UCEF
E00073768,Urban,UCEF
E00073769,Urban,UCEF
E00073770,Urban,UCEF
E00073771,Urban,UCEF
E00073772,Urban,UCEF
E00073773,Urban,UCEF
E00073774,Urban,UCEF
E00073775,Urban,UCEF
E00073776,Urban,UCEF
E00073777,Urban,UCEF
E00073778,Urban,UCEF
E00073779,Urban,UCEF
E00073780,Urban,UCEF
E00073781,Urban,UCEF
E00073782,Urban,UCEF
E00073783,Urban,UCEF
E00073784,Urban,UCEF
E00073785,Urban,UCEF
E00073786,Urban,UCEF
E00073787,Urban,UCEF
E00073788,Urban,UCEF
E00073789,Urban,UCEF
E00073790,Urban,UCEF
E00073791,Urban,UCEF
E00073792,Urban,UCEF
E00073793,Urban,UCEF
E00073794,Urban,UCEF
E00073795,Urban,UCEF
E00073796,Urban,UCEF
E00073797,Urban,UCEF
E00073798,Urban,UCEF
E00073799,Urban,UCEF
E00073800,Urban,UCEF
E00073801,Urban,UCEF
E00073802,Urban,UCEF
E00073803,Urban,UCEF
E00073804,Urban,UCEF
E00073805,Urban,UCEF
E00073806,Urban,UCEF
E00073807,Urban,UCEF
E00073808,Urban,UCEF
E00073809,Urban,UCEF
E00073810,Urban,UCEF
E00073811,Urban,UCEF
E00073812,Urban,UCEF
E00073813,Urban,UCEF
E00073814,Urban,UCEF
E00073815,Urban,UCEF
E00073816,Urban,UCEF
E00073817,Urban,UCEF
E00073818,Urban,UCEF
E00073819,Urban,UCEF
E00073820,Urban,UCEF
E00073821,Urban,UCEF
E00073822,Urban,UCEF
E00073823,Urban,UCEF
E00073824,Urban,UCEF
E00073825,Urban,UCEF
E00073826,Urban,UCEF
E00073827,Urban,UCEF
E00073828,Urban,UCEF
E00073829,Urban,UCEF
E00073830,Urban,UCEF
E00073831,Urban,UCEF
E00073832,Urban,UCEF
E00073833,Urban,UCEF
E00073834,Urban,UCEF
E00073835,Urban,UCEF
E00073836,Urban,UCEF
E00073837,Urban,UCEF
E00073838,Urban,UCEF
E00073839,Urban,UCEF
E00073840,Urban,UCEF
E00073841,Urban,UCEF
E00073842,Urban,UCEF
E00073843,Urban,UCEF
E00073844,Urban,UCEF
E00073845,Urban,UCEF
E00073846,Urban,UCEF
E00073847,Urban,UCEF
E00073848,Urban,UCEF
E00073849,Urban,UCEF
E00073850,Urban,UCEF
E00073851,Urban,UCEF
E00073852,Urban,UCEF
E00073853,Urban,UCEF
E00073854,Urban,UCEF
E00073855,Urban,UCEF
E00073856,Urban,UCEF
E00073857,Urban,UCEF
E00073858,Urban,UCEF
E00073859,Urban,UCEF
E00073860,Urban,UCEF
E00073861,Urban,UCEF
E00073862,Urban,UCEF
E00073864,Urban,UCEF
E00073865,Urban,UCEF
E00073866,Urban,UCEF
E00073867,Urban,UCEF
E00073868,Urban,UCEF
E00073869,Urban,UCEF
E00073870,Urban,UCEF
E00073871,Urban,UCEF
E00073872,Urban,UCEF
E00073873,Urban,UCEF
E00073874,Urban,UCEF
E00073875,Urban,UCEF
E00073876,Urban,UCEF
E00073877,Urban,UCEF
E00073878,Urban,UCEF
E00073879,Urban,UCEF
E00073880,Urban,UCEF
E00073881,Urban,UCEF
E00073882,Urban,UCEF
E00073883,Urban,UCEF
E00073884,Urban,UCEF
E00073885,Urban,UCEF
E00073886,Urban,UCEF
E00073887,Urban,UCEF
E00073888,Urban,UCEF
E00073889,Urban,UCEF
E00073890,Urban,UCEF
E00073891,Urban,UCEF
E00073892,Urban,UCEF
E00073893,Urban,UCEF
E00073894,Urban,UCEF
E00073895,Urban,UCEF
E00073896,Urban,UCEF
E00073897,Urban,UCEF
E00073898,Urban,UCEF
E00073899,Urban,UCEF
E00073900,Urban,UCEF
E00073901,Urban,UCEF
E00073902,Urban,UCEF
E00073903,Urban,UCEF
E00073904,Urban,UCEF
E00073905,Urban,UCEF
E00073906,Urban,UCEF
E00073907,Urban,UCEF
E00073908,Urban,UCEF
E00073909,Urban,UCEF
E00073910,Urban,UCEF
E00073911,Urban,UCEF
E00073912,Urban,UCEF
E00073913,Urban,UCEF
E00073914,Urban,UCEF
E00073915,Urban,UCEF
E00073916,Urban,UCEF
E00073917,Urban,UCEF
E00073918,Urban,UCEF
E00073919,Urban,UCEF
E00073921,Urban,UCEF
E00073922,Urban,UCEF
E00073923,Urban,UCEF
E00073925,Urban,UCEF
E00073926,Urban,UCEF
E00073927,Urban,UCEF
E00073928,Urban,UCEF
E00073929,Urban,UCEF
E00073930,Urban,UCEF
E00073931,Urban,UCEF
E00073932,Urban,UCEF
E00073933,Urban,UCEF
E00073934,Urban,UCEF
E00073935,Urban,UCEF
E00073936,Urban,UCEF
E00073937,Urban,UCEF
E00073938,Urban,UCEF
E00073939,Urban,UCEF
E00073940,Urban,UCEF
E00073941,Urban,UCEF
E00073942,Urban,UCEF
E00073943,Urban,UCEF
E00073944,Urban,UCEF
E00073945,Urban,UCEF
E00073946,Urban,UCEF
E00073947,Urban,UCEF
E00073948,Urban,UCEF
E00073949,Urban,UCEF
E00073950,Urban,UCEF
E00073951,Urban,UCEF
E00073952,Urban,UCEF
E00073953,Urban,UCEF
E00073954,Urban,UCEF
E00073955,Urban,UCEF
E00073956,Urban,UCEF
E00073957,Urban,UCEF
E00073958,Urban,UCEF
E00073959,Urban,UCEF
E00073960,Urban,UCEF
E00073961,Urban,UCEF
E00073962,Urban,UCEF
E00073963,Urban,UCEF
E00073964,Urban,UCEF
E00073965,Urban,UCEF
E00073966,Urban,UCEF
E00073967,Urban,UCEF
E00073968,Urban,UCEF
E00073969,Urban,UCEF
E00073970,Urban,UCEF
E00073971,Urban,UCEF
E00073972,Urban,UCEF
E00073973,Urban,UCEF
E00073974,Urban,UCEF
E00073975,Urban,UCEF
E00073976,Urban,UCEF
E00073977,Urban,UCEF
E00073978,Urban,UCEF
E00073979,Urban,UCEF
E00073980,Urban,UCEF
E00073981,Urban,UCEF
E00073982,Urban,UCEF
E00073983,Urban,UCEF
E00073984,Urban,UCEF
E00073985,Urban,UCEF
E00073986,Urban,UCEF
E00073987,Urban,UCEF
E00073988,Urban,UCEF
E00073989,Urban,UCEF
E00073990,Urban,UCEF
E00073991,Urban,UCEF
E00073992,Urban,UCEF
E00073993,Urban,UCEF
E00073994,Urban,UCEF
E00073995,Urban,UCEF
E00073996,Urban,UCEF
E00073997,Urban,UCEF
E00073998,Urban,UCEF
E00073999,Urban,UCEF
E00074000,Urban,UCEF
E00074001,Urban,UCEF
E00074002,Urban,UCEF
E00074003,Urban,UCEF
E00074006,Urban,UCEF
E00074007,Urban,UCEF
E00074008,Urban,UCEF
E00074009,Urban,UCEF
E00074010,Urban,UCEF
E00074011,Urban,UCEF
E00074012,Urban,UCEF
E00074013,Urban,UCEF
E00074014,Urban,UCEF
E00074016,Urban,UCEF
E00074018,Urban,UCEF
E00074019,Urban,UCEF
E00074020,Urban,UCEF
E00074021,Urban,UCEF
E00074022,Urban,UCEF
E00074023,Urban,UCEF
E00074024,Urban,UCEF
E00074025,Urban,UCEF
E00074026,Urban,UCEF
E00074027,Urban,UCEF
E00074028,Urban,UCEF
E00074029,Urban,UCEF
E00074030,Urban,UCEF
E00074032,Urban,UCEF
E00074033,Urban,UCEF
E00074034,Urban,UCEF
E00074037,Urban,UCEF
E00074038,Urban,UCEF
E00074040,Urban,UCEF
E00074041,Urban,UCEF
E00074042,Urban,UCEF
E00074044,Urban,UCEF
E00074045,Urban,UCEF
E00074046,Urban,UCEF
E00074047,Urban,UCEF
E00074048,Urban,UCEF
E00074049,Urban,UCEF
E00074050,Urban,UCEF
E00074051,Urban,UCEF
E00074052,Urban,UCEF
E00074053,Urban,UCEF
E00074054,Urban,UCEF
E00074055,Urban,UCEF
E00074056,Urban,UCEF
E00074057,Urban,UCEF
E00074058,Urban,UCEF
E00074060,Urban,UCEF
E00074061,Urban,UCEF
E00074062,Urban,UCEF
E00074063,Urban,UCEF
E00074064,Urban,UCEF
E00074065,Urban,UCEF
E00074066,Urban,UCEF
E00074067,Urban,UCEF
E00074068,Urban,UCEF
E00074069,Urban,UCEF
E00074070,Urban,UCEF
E00074071,Urban,UCEF
E00074072,Urban,UCEF
E00074073,Urban,UCEF
E00074074,Urban,UCEF
E00074075,Urban,UCEF
E00074076,Urban,UCEF
E00074077,Urban,UCEF
E00074078,Urban,UCEF
E00074079,Urban,UCEF
E00074080,Urban,UCEF
E00074081,Urban,UCEF
E00074082,Urban,UCEF
E00074083,Urban,UCEF
E00074084,Urban,UCEF
E00074085,Urban,UCEF
E00074086,Urban,UCEF
E00074087,Urban,UCEF
E00074088,Urban,UCEF
E00074089,Urban,UCEF
E00074090,Urban,UCEF
E00074091,Urban,UCEF
E00074092,Urban,UCEF
E00074093,Urban,UCEF
E00074094,Urban,UCEF
E00074095,Urban,UCEF
E00074096,Urban,UCEF
E00074097,Urban,UCEF
E00074098,Urban,UCEF
E00074099,Urban,UCEF
E00074100,Urban,UCEF
E00074101,Urban,UCEF
E00074102,Urban,UCEF
E00074103,Urban,UCEF
E00074104,Urban,UCEF
E00074105,Urban,UCEF
E00074106,Urban,UCEF
E00074107,Urban,UCEF
E00074108,Urban,UCEF
E00074109,Urban,UCEF
E00074110,Urban,UCEF
E00074111,Urban,UCEF
E00074112,Urban,UCEF
E00074113,Urban,UCEF
E00074114,Urban,UCEF
E00074115,Urban,UCEF
E00074116,Urban,UCEF
E00074117,Urban,UCEF
E00074118,Urban,UCEF
E00074119,Urban,UCEF
E00074120,Urban,UCEF
E00074121,Urban,UCEF
E00074122,Urban,UCEF
E00074123,Urban,UCEF
E00074124,Urban,UCEF
E00074125,Urban,UCEF
E00074126,Urban,UCEF
E00074127,Urban,UCEF
E00074128,Urban,UCEF
E00074129,Urban,UCEF
E00074130,Urban,UCEF
E00074131,Urban,UCEF
E00074132,Urban,UCEF
E00074133,Urban,UCEF
E00074134,Urban,UCEF
E00074135,Urban,UCEF
E00074136,Urban,UCEF
E00074137,Urban,UCEF
E00074138,Urban,UCEF
E00074139,Urban,UCEF
E00074140,Urban,UCEF
E00074141,Urban,UCEF
E00074142,Urban,UCEF
E00074143,Urban,UCEF
E00074144,Urban,UCEF
E00074145,Urban,UCEF
E00074146,Urban,UCEF
E00074147,Urban,UCEF
E00074148,Urban,UCEF
E00074149,Urban,UCEF
E00074150,Urban,UCEF
E00074151,Urban,UCEF
E00074152,Urban,UCEF
E00074153,Urban,UCEF
E00074154,Urban,UCEF
E00074155,Urban,UCEF
E00074156,Urban,UCEF
E00074157,Urban,UCEF
E00074158,Urban,UCEF
E00074159,Urban,UCEF
E00074160,Urban,UCEF
E00074161,Urban,UCEF
E00074162,Urban,UCEF
E00074163,Urban,UCEF
E00074164,Urban,UCEF
E00074165,Urban,UCEF
E00074166,Urban,UCEF
E00074167,Urban,UCEF
E00074168,Urban,UCEF
E00074169,Urban,UCEF
E00074170,Urban,UCEF
E00074171,Urban,UCEF
E00074172,Urban,UCEF
E00074173,Urban,UCEF
E00074174,Urban,UCEF
E00074175,Urban,UCEF
E00074176,Urban,UCEF
E00074177,Urban,UCEF
E00074178,Urban,UCEF
E00074179,Urban,UCEF
E00074180,Urban,UCEF
E00074181,Urban,UCEF
E00074182,Urban,UCEF
E00074183,Urban,UCEF
E00074184,Urban,UCEF
E00074185,Urban,UCEF
E00074186,Urban,UCEF
E00074187,Urban,UCEF
E00074188,Urban,UCEF
E00074189,Urban,UCEF
E00074190,Urban,UCEF
E00074191,Urban,UCEF
E00074192,Urban,UCEF
E00074193,Urban,UCEF
E00074194,Urban,UCEF
E00074195,Urban,UCEF
E00074196,Urban,UCEF
E00074197,Urban,UCEF
E00074198,Urban,UCEF
E00074199,Urban,UCEF
E00074200,Urban,UCEF
E00074201,Urban,UCEF
E00074202,Urban,UCEF
E00074203,Urban,UCEF
E00074204,Urban,UCEF
E00074205,Urban,UCEF
E00074206,Urban,UCEF
E00074207,Urban,UCEF
E00074208,Urban,UCEF
E00074209,Urban,UCEF
E00074210,Urban,UCEF
E00074211,Urban,UCEF
E00074212,Urban,UCEF
E00074213,Urban,UCEF
E00074214,Urban,UCEF
E00074215,Urban,UCEF
E00074216,Urban,UCEF
E00074217,Urban,UCEF
E00074218,Urban,UCEF
E00074219,Urban,UCEF
E00074220,Urban,UCEF
E00074221,Urban,UCEF
E00074222,Urban,UCEF
E00074223,Urban,UCEF
E00074224,Urban,UCEF
E00074225,Urban,UCEF
E00074226,Urban,UCEF
E00074227,Urban,UCEF
E00074228,Urban,UCEF
E00074229,Urban,UCEF
E00074230,Urban,UCEF
E00074231,Urban,UCEF
E00074232,Urban,UCEF
E00074233,Urban,UCEF
E00074234,Urban,UCEF
E00074235,Urban,UCEF
E00074236,Urban,UCEF
E00074237,Urban,UCEF
E00074238,Urban,UCEF
E00074240,Urban,UCEF
E00074241,Urban,UCEF
E00074243,Urban,UCEF
E00074244,Urban,UCEF
E00074245,Urban,UCEF
E00074246,Urban,UCEF
E00074247,Urban,UCEF
E00074248,Urban,UCEF
E00074249,Urban,UCEF
E00074250,Urban,UCEF
E00074251,Urban,UCEF
E00074252,Urban,UCEF
E00074253,Urban,UCEF
E00074254,Urban,UCEF
E00074255,Urban,UCEF
E00074256,Urban,UCEF
E00074257,Urban,UCEF
E00074258,Urban,UCEF
E00074259,Urban,UCEF
E00074260,Urban,UCEF
E00074261,Urban,UCEF
E00074262,Urban,UCEF
E00074263,Urban,UCEF
E00074264,Urban,UCEF
E00074265,Urban,UCEF
E00074266,Urban,UCEF
E00074267,Urban,UCEF
E00074268,Urban,UCEF
E00074269,Urban,UCEF
E00074270,Urban,UCEF
E00074271,Urban,UCEF
E00074272,Urban,UCEF
E00074273,Urban,UCEF
E00074274,Urban,UCEF
E00074275,Urban,UCEF
E00074276,Urban,UCEF
E00074277,Urban,UCEF
E00074278,Urban,UCEF
E00074279,Urban,UCEF
E00074280,Urban,UCEF
E00074281,Urban,UCEF
E00074282,Urban,UCEF
E00074283,Urban,UCEF
E00074284,Urban,UCEF
E00074285,Urban,UCEF
E00074286,Urban,UCEF
E00074287,Urban,UCEF
E00074288,Urban,UCEF
E00074289,Urban,UCEF
E00074290,Urban,UCEF
E00074291,Urban,UCEF
E00074292,Urban,UCEF
E00074293,Urban,UCEF
E00074294,Urban,UCEF
E00074295,Urban,UCEF
E00074296,Urban,UCEF
E00074297,Urban,UCEF
E00074298,Urban,UCEF
E00074299,Urban,UCEF
E00074300,Urban,UCEF
E00074301,Urban,UCEF
E00074302,Urban,UCEF
E00074303,Urban,UCEF
E00074304,Urban,UCEF
E00074306,Urban,UCEF
E00074307,Urban,UCEF
E00074308,Urban,UCEF
E00074309,Urban,UCEF
E00074310,Urban,UCEF
E00074311,Urban,UCEF
E00074312,Urban,UCEF
E00074313,Urban,UCEF
E00074314,Urban,UCEF
E00074315,Urban,UCEF
E00074316,Urban,UCEF
E00074317,Urban,UCEF
E00074318,Urban,UCEF
E00074319,Urban,UCEF
E00074320,Urban,UCEF
E00074321,Urban,UCEF
E00074322,Urban,UCEF
E00074323,Urban,UCEF
E00074324,Urban,UCEF
E00074325,Urban,UCEF
E00074326,Urban,UCEF
E00074327,Urban,UCEF
E00074328,Urban,UCEF
E00074329,Urban,UCEF
E00074330,Urban,UCEF
E00074331,Urban,UCEF
E00074332,Urban,UCEF
E00074333,Urban,UCEF
E00074334,Urban,UCEF
E00074335,Urban,UCEF
E00074336,Urban,UCEF
E00074337,Urban,UCEF
E00074338,Urban,UCEF
E00074339,Urban,UCEF
E00074340,Urban,UCEF
E00074341,Urban,UCEF
E00074342,Urban,UCEF
E00074343,Urban,UCEF
E00074344,Urban,UCEF
E00074345,Urban,UCEF
E00074346,Urban,UCEF
E00074347,Urban,UCEF
E00074348,Urban,UCEF
E00074349,Urban,UCEF
E00074350,Urban,UCEF
E00074351,Urban,UCEF
E00074352,Urban,UCEF
E00074353,Urban,UCEF
E00074354,Urban,UCEF
E00074355,Urban,UCEF
E00074356,Urban,UCEF
E00074357,Urban,UCEF
E00074358,Urban,UCEF
E00074359,Urban,UCEF
E00074360,Urban,UCEF
E00074361,Urban,UCEF
E00074362,Urban,UCEF
E00074363,Urban,UCEF
E00074364,Urban,UCEF
E00074365,Urban,UCEF
E00074366,Urban,UCEF
E00074367,Urban,UCEF
E00074368,Urban,UCEF
E00074369,Urban,UCEF
E00074370,Urban,UCEF
E00074371,Urban,UCEF
E00074372,Urban,UCEF
E00074373,Urban,UCEF
E00074374,Urban,UCEF
E00074375,Urban,UCEF
E00074376,Urban,UCEF
E00074377,Urban,UCEF
E00074378,Urban,UCEF
E00074379,Urban,UCEF
E00074380,Urban,UCEF
